Request id,Pickup point,Driver id,Status,Request timestamp,Drop timestamp,RequestHour,Car Availability,TimeSlot
5568,Airport,9.0,Trip Completed,2016-07-15 05:47:49,2016-07-15 06:25:49,5,Available,Early Morning
5994,Airport,9.0,Trip Completed,2016-07-15 11:51:16,2016-07-15 12:32:12,11,Available,Noon
1809,Airport,10.0,Trip Completed,2016-07-12 09:13:00,2016-07-12 09:13:00,9,Available,Early Morning
2064,Airport,10.0,Trip Completed,2016-07-12 15:08:00,2016-07-12 15:08:00,15,Available,Noon
3210,City,10.0,Trip Completed,2016-07-13 09:47:06,2016-07-13 10:52:37,9,Available,Early Morning
4350,City,10.0,Trip Completed,2016-07-14 07:24:43,2016-07-14 08:22:09,7,Available,Early Morning
4713,City,10.0,Trip Completed,2016-07-14 13:31:24,2016-07-14 14:10:56,13,Available,Noon
5629,Airport,10.0,Trip Completed,2016-07-15 06:33:00,2016-07-15 07:19:53,6,Available,Early Morning
6157,Airport,10.0,Trip Completed,2016-07-15 16:32:51,2016-07-15 17:44:44,16,Available,Noon
2030,City,11.0,Trip Completed,2016-07-12 14:11:00,2016-07-12 14:11:00,14,Available,Noon
3226,City,11.0,Trip Completed,2016-07-13 10:00:17,2016-07-13 11:02:52,10,Available,Noon
3353,City,11.0,Trip Completed,2016-07-13 13:29:44,2016-07-13 14:09:00,13,Available,Noon
4293,City,11.0,Trip Completed,2016-07-14 06:42:36,2016-07-14 07:12:41,6,Available,Early Morning
4936,City,11.0,Trip Completed,2016-07-14 18:22:17,2016-07-14 19:14:36,18,Available,Late Evening
5661,Airport,11.0,Trip Completed,2016-07-15 07:08:50,2016-07-15 07:59:00,7,Available,Early Morning
5778,City,11.0,Trip Completed,2016-07-15 08:22:03,2016-07-15 09:13:04,8,Available,Early Morning
6425,Airport,11.0,Trip Completed,2016-07-15 19:46:40,2016-07-15 20:26:51,19,Available,Late Evening
45,Airport,12.0,Trip Completed,2016-07-11 03:17:00,2016-07-11 03:17:00,3,Available,Dawn
264,City,12.0,Trip Completed,2016-07-11 06:51:00,2016-07-11 06:51:00,6,Available,Early Morning
1183,City,12.0,Trip Completed,2016-07-11 21:05:00,2016-07-11 21:05:00,21,Available,Late Evening
1536,Airport,12.0,Trip Completed,2016-07-12 05:59:00,2016-07-12 05:59:00,5,Available,Early Morning
2437,City,12.0,Trip Completed,2016-07-12 20:18:00,2016-07-12 20:18:00,20,Available,Late Evening
2641,Airport,12.0,Trip Completed,2016-07-12 22:28:00,2016-07-12 22:28:00,22,Available,Night
4077,Airport,12.0,Trip Completed,2016-07-14 02:14:15,2016-07-14 03:13:09,2,Available,Dawn
4610,City,12.0,Trip Completed,2016-07-14 10:35:14,2016-07-14 11:39:01,10,Available,Noon
5066,Airport,12.0,Trip Completed,2016-07-14 19:31:20,2016-07-14 20:14:03,19,Available,Late Evening
5666,Airport,12.0,Trip Completed,2016-07-15 07:04:55,2016-07-15 08:12:37,7,Available,Early Morning
5923,City,12.0,Trip Completed,2016-07-15 10:07:49,2016-07-15 10:50:50,10,Available,Noon
6367,City,12.0,Trip Completed,2016-07-15 19:04:46,2016-07-15 19:46:04,19,Available,Late Evening
155,City,13.0,Trip Completed,2016-07-11 05:32:00,2016-07-11 05:32:00,5,Available,Early Morning
310,Airport,13.0,Trip Completed,2016-07-11 07:24:00,2016-07-11 07:24:00,7,Available,Early Morning
607,City,13.0,Trip Completed,2016-07-11 11:51:00,2016-07-11 11:51:00,11,Available,Noon
1012,City,13.0,Trip Completed,2016-07-11 19:15:00,2016-07-11 19:15:00,19,Available,Late Evening
1696,Airport,13.0,Trip Completed,2016-07-12 08:01:00,2016-07-12 08:01:00,8,Available,Early Morning
3076,City,13.0,Trip Completed,2016-07-13 08:09:04,2016-07-13 09:12:19,8,Available,Early Morning
4198,Airport,13.0,Trip Completed,2016-07-14 05:32:14,2016-07-14 06:45:32,5,Available,Early Morning
4627,City,13.0,Trip Completed,2016-07-14 11:13:19,2016-07-14 12:00:12,11,Available,Noon
5289,City,13.0,Trip Completed,2016-07-14 21:43:24,2016-07-14 22:24:13,21,Available,Late Evening
5495,Airport,13.0,Trip Completed,2016-07-15 05:00:13,2016-07-15 06:02:27,5,Available,Early Morning
6656,Airport,13.0,Trip Completed,2016-07-15 22:08:42,2016-07-15 22:41:18,22,Available,Night
139,Airport,14.0,Trip Completed,2016-07-11 05:21:00,2016-07-11 05:21:00,5,Available,Early Morning
215,City,14.0,Trip Completed,2016-07-11 06:15:00,2016-07-11 06:15:00,6,Available,Early Morning
1816,City,14.0,Trip Completed,2016-07-12 09:24:00,2016-07-12 09:24:00,9,Available,Early Morning
2505,Airport,14.0,Trip Completed,2016-07-12 21:03:00,2016-07-12 21:03:00,21,Available,Late Evening
3346,City,14.0,Trip Completed,2016-07-13 13:01:42,2016-07-13 13:55:59,13,Available,Noon
5294,City,14.0,Trip Completed,2016-07-14 21:45:50,2016-07-14 22:16:40,21,Available,Late Evening
6226,Airport,14.0,Trip Completed,2016-07-15 17:34:25,2016-07-15 18:33:13,17,Available,Late Evening
6733,Airport,14.0,Trip Completed,2016-07-15 23:32:44,2016-07-16 00:37:46,23,Available,Night
1027,Airport,15.0,Trip Completed,2016-07-11 19:18:00,2016-07-11 19:18:00,19,Available,Late Evening
2675,Airport,15.0,Trip Completed,2016-07-12 23:43:00,2016-07-12 23:43:00,23,Available,Night
3200,City,15.0,Trip Completed,2016-07-13 09:39:44,2016-07-13 10:30:58,9,Available,Early Morning
3865,City,15.0,Trip Completed,2016-07-13 21:52:05,2016-07-13 22:21:15,21,Available,Late Evening
4468,City,15.0,Trip Completed,2016-07-14 08:42:46,2016-07-14 09:22:01,8,Available,Early Morning
5163,Airport,15.0,Trip Completed,2016-07-14 20:34:30,2016-07-14 21:05:18,20,Available,Late Evening
6009,City,15.0,Trip Completed,2016-07-15 12:22:35,2016-07-15 13:25:27,12,Available,Noon
6448,Airport,15.0,Trip Completed,2016-07-15 20:02:54,2016-07-15 20:40:45,20,Available,Late Evening
591,City,16.0,Trip Completed,2016-07-11 11:25:00,2016-07-11 11:25:00,11,Available,Noon
709,City,16.0,Trip Completed,2016-07-11 14:16:00,2016-07-11 14:16:00,14,Available,Noon
1167,Airport,16.0,Trip Completed,2016-07-11 20:50:00,2016-07-11 20:50:00,20,Available,Late Evening
2661,Airport,16.0,Trip Completed,2016-07-12 23:23:00,2016-07-12 23:23:00,23,Available,Night
2808,City,16.0,Trip Completed,2016-07-13 05:05:16,2016-07-13 05:56:11,5,Available,Early Morning
3258,Airport,16.0,Trip Completed,2016-07-13 10:12:51,2016-07-13 10:45:28,10,Available,Noon
3413,Airport,16.0,Trip Completed,2016-07-13 15:32:01,2016-07-13 16:45:44,15,Available,Noon
3939,Airport,16.0,Trip Completed,2016-07-13 22:26:26,2016-07-13 22:55:54,22,Available,Night
4125,City,16.0,Trip Completed,2016-07-14 04:37:11,2016-07-14 05:46:29,4,Available,Dawn
4457,City,16.0,Trip Completed,2016-07-14 08:36:24,2016-07-14 09:19:20,8,Available,Early Morning
4728,City,16.0,Trip Completed,2016-07-14 14:04:13,2016-07-14 15:06:40,14,Available,Noon
5347,Airport,16.0,Trip Completed,2016-07-14 22:51:47,2016-07-14 23:53:42,22,Available,Night
6147,City,16.0,Trip Completed,2016-07-15 16:11:02,2016-07-15 17:30:08,16,Available,Noon
6496,Airport,16.0,Trip Completed,2016-07-15 20:33:00,2016-07-15 21:32:49,20,Available,Late Evening
634,City,17.0,Trip Completed,2016-07-11 12:25:00,2016-07-11 12:25:00,12,Available,Noon
939,Airport,17.0,Trip Completed,2016-07-11 18:25:00,2016-07-11 18:25:00,18,Available,Late Evening
2628,Airport,17.0,Trip Completed,2016-07-12 22:10:00,2016-07-12 22:10:00,22,Available,Night
3021,City,17.0,Trip Completed,2016-07-13 07:33:20,2016-07-13 08:26:07,7,Available,Early Morning
4743,City,17.0,Trip Completed,2016-07-14 14:54:16,2016-07-14 15:39:03,14,Available,Noon
4981,City,17.0,Trip Completed,2016-07-14 18:47:42,2016-07-14 19:43:44,18,Available,Late Evening
5367,Airport,17.0,Trip Completed,2016-07-14 23:35:34,2016-07-15 00:25:26,23,Available,Night
5471,Airport,17.0,Trip Completed,2016-07-15 04:48:57,2016-07-15 05:47:13,4,Available,Dawn
5988,Airport,17.0,Trip Completed,2016-07-15 11:48:32,2016-07-15 12:55:02,11,Available,Noon
6477,Airport,17.0,Trip Completed,2016-07-15 20:21:26,2016-07-15 21:00:31,20,Available,Late Evening
499,City,18.0,Trip Completed,2016-07-11 09:39:00,2016-07-11 09:39:00,9,Available,Early Morning
1147,Airport,18.0,Trip Completed,2016-07-11 20:42:00,2016-07-11 20:42:00,20,Available,Late Evening
1410,Airport,18.0,Trip Completed,2016-07-12 03:14:00,2016-07-12 03:14:00,3,Available,Dawn
1804,Airport,18.0,Trip Completed,2016-07-12 09:12:00,2016-07-12 09:12:00,9,Available,Early Morning
1949,Airport,18.0,Trip Completed,2016-07-12 11:32:00,2016-07-12 11:32:00,11,Available,Noon
2713,City,18.0,Trip Completed,2016-07-13 01:46:42,2016-07-13 02:37:08,1,Available,Dawn
2845,City,18.0,Trip Completed,2016-07-13 05:28:29,2016-07-13 06:10:40,5,Available,Early Morning
3943,Airport,18.0,Trip Completed,2016-07-13 22:35:38,2016-07-13 23:33:20,22,Available,Night
4792,City,18.0,Trip Completed,2016-07-14 16:47:15,2016-07-14 17:34:39,16,Available,Noon
5207,Airport,18.0,Trip Completed,2016-07-14 20:57:41,2016-07-14 21:56:21,20,Available,Late Evening
5890,City,18.0,Trip Completed,2016-07-15 09:43:57,2016-07-15 10:55:22,9,Available,Early Morning
494,City,19.0,Trip Completed,2016-07-11 09:36:00,2016-07-11 09:36:00,9,Available,Early Morning
1485,City,19.0,Trip Completed,2016-07-12 05:21:00,2016-07-12 05:21:00,5,Available,Early Morning
2042,City,19.0,Trip Completed,2016-07-12 14:30:00,2016-07-12 14:30:00,14,Available,Noon
2561,Airport,19.0,Trip Completed,2016-07-12 21:29:00,2016-07-12 21:29:00,21,Available,Late Evening
3813,Airport,19.0,Trip Completed,2016-07-13 21:06:57,2016-07-13 21:46:24,21,Available,Late Evening
4260,Airport,19.0,Trip Completed,2016-07-14 06:11:51,2016-07-14 06:59:46,6,Available,Early Morning
4395,City,19.0,Trip Completed,2016-07-14 08:00:15,2016-07-14 08:54:39,8,Available,Early Morning
5919,City,19.0,Trip Completed,2016-07-15 10:03:42,2016-07-15 10:59:27,10,Available,Noon
6002,Airport,19.0,Trip Completed,2016-07-15 12:04:15,2016-07-15 12:53:36,12,Available,Noon
468,City,20.0,Trip Completed,2016-07-11 09:20:00,2016-07-11 09:20:00,9,Available,Early Morning
693,Airport,20.0,Trip Completed,2016-07-11 13:51:00,2016-07-11 13:51:00,13,Available,Noon
1178,City,20.0,Trip Completed,2016-07-11 21:05:00,2016-07-11 21:05:00,21,Available,Late Evening
2103,City,20.0,Trip Completed,2016-07-12 16:08:00,2016-07-12 16:08:00,16,Available,Noon
2292,Airport,20.0,Trip Completed,2016-07-12 18:46:00,2016-07-12 18:46:00,18,Available,Late Evening
3339,City,20.0,Trip Completed,2016-07-13 12:40:58,2016-07-13 13:30:26,12,Available,Noon
3694,City,20.0,Trip Completed,2016-07-13 19:33:19,2016-07-13 20:35:08,19,Available,Late Evening
4469,City,20.0,Trip Completed,2016-07-14 08:45:13,2016-07-14 09:48:08,8,Available,Early Morning
6432,City,20.0,Trip Completed,2016-07-15 19:50:57,2016-07-15 20:30:05,19,Available,Late Evening
1895,City,21.0,Trip Completed,2016-07-12 10:20:00,2016-07-12 10:20:00,10,Available,Noon
1981,Airport,21.0,Trip Completed,2016-07-12 12:23:00,2016-07-12 12:23:00,12,Available,Noon
3744,Airport,21.0,Trip Completed,2016-07-13 20:28:11,2016-07-13 21:22:42,20,Available,Late Evening
4433,Airport,21.0,Trip Completed,2016-07-14 08:26:32,2016-07-14 09:12:02,8,Available,Early Morning
6039,Airport,21.0,Trip Completed,2016-07-15 13:11:04,2016-07-15 13:38:01,13,Available,Noon
6543,City,21.0,Trip Completed,2016-07-15 20:54:20,2016-07-15 22:12:36,20,Available,Late Evening
110,City,22.0,Trip Completed,2016-07-11 05:05:00,2016-07-11 05:05:00,5,Available,Early Morning
362,City,22.0,Trip Completed,2016-07-11 08:01:00,2016-07-11 08:01:00,8,Available,Early Morning
666,Airport,22.0,Trip Completed,2016-07-11 13:02:00,2016-07-11 13:02:00,13,Available,Noon
926,City,22.0,Trip Completed,2016-07-11 18:28:00,2016-07-11 18:28:00,18,Available,Late Evening
1180,Airport,22.0,Trip Completed,2016-07-11 21:01:00,2016-07-11 21:01:00,21,Available,Late Evening
1900,City,22.0,Trip Completed,2016-07-12 10:32:00,2016-07-12 10:32:00,10,Available,Noon
2506,City,22.0,Trip Completed,2016-07-12 21:01:00,2016-07-12 21:01:00,21,Available,Late Evening
3064,City,22.0,Trip Completed,2016-07-13 08:02:03,2016-07-13 08:58:46,8,Available,Early Morning
3327,Airport,22.0,Trip Completed,2016-07-13 12:24:41,2016-07-13 13:23:39,12,Available,Noon
3601,City,22.0,Trip Completed,2016-07-13 18:39:00,2016-07-13 19:29:07,18,Available,Late Evening
4768,Airport,22.0,Trip Completed,2016-07-14 15:39:24,2016-07-14 16:49:03,15,Available,Noon
5142,City,22.0,Trip Completed,2016-07-14 20:17:51,2016-07-14 20:48:58,20,Available,Late Evening
5366,Airport,22.0,Trip Completed,2016-07-14 23:27:22,2016-07-15 00:19:50,23,Available,Night
5575,City,22.0,Trip Completed,2016-07-15 05:53:55,2016-07-15 06:50:02,5,Available,Early Morning
5902,City,22.0,Trip Completed,2016-07-15 09:52:57,2016-07-15 10:37:05,9,Available,Early Morning
6694,Airport,22.0,Trip Completed,2016-07-15 22:45:44,2016-07-15 23:17:53,22,Available,Night
523,Airport,23.0,Trip Completed,2016-07-11 09:48:00,2016-07-11 09:48:00,9,Available,Early Morning
747,City,23.0,Trip Completed,2016-07-11 15:53:00,2016-07-11 15:53:00,15,Available,Noon
1371,Airport,23.0,Trip Completed,2016-07-12 00:22:00,2016-07-12 00:22:00,0,Available,Dawn
1553,City,23.0,Trip Completed,2016-07-12 06:09:00,2016-07-12 06:09:00,6,Available,Early Morning
1692,Airport,23.0,Trip Completed,2016-07-12 07:52:00,2016-07-12 07:52:00,7,Available,Early Morning
2114,City,23.0,Trip Completed,2016-07-12 16:36:00,2016-07-12 16:36:00,16,Available,Noon
2742,City,23.0,Trip Completed,2016-07-13 03:07:37,2016-07-13 03:51:35,3,Available,Dawn
4273,City,23.0,Trip Completed,2016-07-14 06:17:01,2016-07-14 07:02:28,6,Available,Early Morning
4668,City,23.0,Trip Completed,2016-07-14 12:25:02,2016-07-14 13:34:58,12,Available,Noon
5425,City,23.0,Trip Completed,2016-07-15 02:23:56,2016-07-15 03:08:35,2,Available,Dawn
5488,City,23.0,Trip Completed,2016-07-15 04:53:42,2016-07-15 06:00:16,4,Available,Dawn
5781,City,23.0,Trip Completed,2016-07-15 08:35:47,2016-07-15 09:42:27,8,Available,Early Morning
5966,Airport,23.0,Trip Completed,2016-07-15 10:54:27,2016-07-15 11:58:44,10,Available,Noon
6122,City,23.0,Trip Completed,2016-07-15 15:26:06,2016-07-15 16:29:40,15,Available,Noon
357,Airport,24.0,Trip Completed,2016-07-11 08:00:00,2016-07-11 08:00:00,8,Available,Early Morning
1068,City,24.0,Trip Completed,2016-07-11 19:52:00,2016-07-11 19:52:00,19,Available,Late Evening
2689,Airport,24.0,Trip Completed,2016-07-13 00:34:03,2016-07-13 01:49:08,0,Available,Dawn
2791,City,24.0,Trip Completed,2016-07-13 04:56:20,2016-07-13 05:33:20,4,Available,Dawn
3321,City,24.0,Trip Completed,2016-07-13 12:23:02,2016-07-13 13:25:14,12,Available,Noon
3423,Airport,24.0,Trip Completed,2016-07-13 15:52:07,2016-07-13 16:50:46,15,Available,Noon
3761,Airport,24.0,Trip Completed,2016-07-13 20:35:24,2016-07-13 21:39:02,20,Available,Late Evening
4140,City,24.0,Trip Completed,2016-07-14 04:48:09,2016-07-14 06:05:01,4,Available,Dawn
4656,City,24.0,Trip Completed,2016-07-14 12:06:27,2016-07-14 12:49:14,12,Available,Noon
4931,Airport,24.0,Trip Completed,2016-07-14 18:21:52,2016-07-14 18:54:03,18,Available,Late Evening
5268,City,24.0,Trip Completed,2016-07-14 21:29:35,2016-07-14 22:30:11,21,Available,Late Evening
5811,City,24.0,Trip Completed,2016-07-15 08:46:30,2016-07-15 09:26:33,8,Available,Early Morning
6139,Airport,24.0,Trip Completed,2016-07-15 15:45:16,2016-07-15 16:40:41,15,Available,Noon
6333,Airport,24.0,Trip Completed,2016-07-15 18:41:22,2016-07-15 19:53:29,18,Available,Late Evening
773,City,25.0,Trip Completed,2016-07-11 16:23:00,2016-07-11 16:23:00,16,Available,Noon
1123,City,25.0,Trip Completed,2016-07-11 20:20:00,2016-07-11 20:20:00,20,Available,Late Evening
2667,Airport,25.0,Trip Completed,2016-07-12 23:35:00,2016-07-12 23:35:00,23,Available,Night
2833,City,25.0,Trip Completed,2016-07-13 05:27:26,2016-07-13 06:19:18,5,Available,Early Morning
3396,City,25.0,Trip Completed,2016-07-13 14:59:08,2016-07-13 15:57:24,14,Available,Noon
3590,City,25.0,Trip Completed,2016-07-13 18:31:29,2016-07-13 19:31:56,18,Available,Late Evening
3762,City,25.0,Trip Completed,2016-07-13 20:38:10,2016-07-13 21:21:24,20,Available,Late Evening
4566,City,25.0,Trip Completed,2016-07-14 09:48:56,2016-07-14 10:22:52,9,Available,Early Morning
4862,City,25.0,Trip Completed,2016-07-14 17:37:44,2016-07-14 18:41:40,17,Available,Late Evening
5564,Airport,25.0,Trip Completed,2016-07-15 05:41:11,2016-07-15 06:53:22,5,Available,Early Morning
6187,City,25.0,Trip Completed,2016-07-15 17:11:08,2016-07-15 18:08:11,17,Available,Late Evening
6642,City,25.0,Trip Completed,2016-07-15 22:07:14,2016-07-15 22:54:02,22,Available,Night
322,City,26.0,Trip Completed,2016-07-11 07:31:00,2016-07-11 07:31:00,7,Available,Early Morning
793,City,26.0,Trip Completed,2016-07-11 17:04:00,2016-07-11 17:04:00,17,Available,Late Evening
898,Airport,26.0,Trip Completed,2016-07-11 18:14:00,2016-07-11 18:14:00,18,Available,Late Evening
1258,City,26.0,Trip Completed,2016-07-11 21:51:00,2016-07-11 21:51:00,21,Available,Late Evening
2832,City,26.0,Trip Completed,2016-07-13 05:20:16,2016-07-13 06:14:07,5,Available,Early Morning
3139,City,26.0,Trip Completed,2016-07-13 08:54:04,2016-07-13 09:22:42,8,Available,Early Morning
3438,City,26.0,Trip Completed,2016-07-13 16:12:53,2016-07-13 17:13:44,16,Available,Noon
