market_date,market_start_time,market_end_time,market_start_datetime,market_end_datetime,market_date_transaction_time,transaction_time,product_id,vendor_id,customer_id,quantity,cost_to_customer_per_qty
2019-08-10,"8:00 AM","2:00 PM","2019-08-10 08:00:00","2019-08-10 14:00:00","2019-08-10 08:39:00",08:39:00,1,7,12,4.09,6.99
2019-08-10,"8:00 AM","2:00 PM","2019-08-10 08:00:00","2019-08-10 14:00:00","2019-08-10 13:20:00",13:20:00,1,7,23,4.57,6.99
2019-08-10,"8:00 AM","2:00 PM","2019-08-10 08:00:00","2019-08-10 14:00:00","2019-08-10 13:39:00",13:39:00,1,7,23,0.46,6.99
2019-08-14,"4:00 PM","7:00 PM","2019-08-14 16:00:00","2019-08-14 19:00:00","2019-08-14 17:32:00",17:32:00,1,7,5,2.35,6.99
2019-08-14,"4:00 PM","7:00 PM","2019-08-14 16:00:00","2019-08-14 19:00:00","2019-08-14 18:04:00",18:04:00,1,7,8,3.57,6.99
2019-08-14,"4:00 PM","7:00 PM","2019-08-14 16:00:00","2019-08-14 19:00:00","2019-08-14 17:06:00",17:06:00,1,7,11,1.50,6.99
2019-08-14,"4:00 PM","7:00 PM","2019-08-14 16:00:00","2019-08-14 19:00:00","2019-08-14 18:46:00",18:46:00,1,7,25,3.21,6.99
2019-08-21,"4:00 PM","7:00 PM","2019-08-21 16:00:00","2019-08-21 19:00:00","2019-08-21 18:18:00",18:18:00,1,7,11,1.59,6.99
2019-08-24,"8:00 AM","2:00 PM","2019-08-24 08:00:00","2019-08-24 14:00:00","2019-08-24 08:35:00",08:35:00,1,7,10,1.67,6.99
2019-08-24,"8:00 AM","2:00 PM","2019-08-24 08:00:00","2019-08-24 14:00:00","2019-08-24 08:47:00",08:47:00,1,7,15,1.19,6.99
2019-08-24,"8:00 AM","2:00 PM","2019-08-24 08:00:00","2019-08-24 14:00:00","2019-08-24 11:00:00",11:00:00,1,7,16,4.48,6.99
2019-08-28,"4:00 PM","7:00 PM","2019-08-28 16:00:00","2019-08-28 19:00:00","2019-08-28 18:56:00",18:56:00,1,7,2,1.07,6.99
2019-08-28,"4:00 PM","7:00 PM","2019-08-28 16:00:00","2019-08-28 19:00:00","2019-08-28 18:28:00",18:28:00,1,7,9,3.68,6.99
2019-08-31,"8:00 AM","2:00 PM","2019-08-31 08:00:00","2019-08-31 14:00:00","2019-08-31 10:00:00",10:00:00,1,7,5,2.40,6.99
2019-08-31,"8:00 AM","2:00 PM","2019-08-31 08:00:00","2019-08-31 14:00:00","2019-08-31 09:57:00",09:57:00,1,7,10,0.14,6.99
2019-08-31,"8:00 AM","2:00 PM","2019-08-31 08:00:00","2019-08-31 14:00:00","2019-08-31 09:12:00",09:12:00,1,7,22,4.86,6.99
2019-09-04,"4:00 PM","7:00 PM","2019-09-04 16:00:00","2019-09-04 19:00:00","2019-09-04 18:33:00",18:33:00,1,7,4,2.28,6.99
2019-09-04,"4:00 PM","7:00 PM","2019-09-04 16:00:00","2019-09-04 19:00:00","2019-09-04 16:30:00",16:30:00,1,7,9,2.18,6.99
2019-09-04,"4:00 PM","7:00 PM","2019-09-04 16:00:00","2019-09-04 19:00:00","2019-09-04 17:57:00",17:57:00,1,7,20,5.67,6.99
2019-09-07,"8:00 AM","2:00 PM","2019-09-07 08:00:00","2019-09-07 14:00:00","2019-09-07 13:33:00",13:33:00,1,7,8,0.94,6.99
2019-09-07,"8:00 AM","2:00 PM","2019-09-07 08:00:00","2019-09-07 14:00:00","2019-09-07 08:35:00",08:35:00,1,7,12,2.04,6.99
2019-09-07,"8:00 AM","2:00 PM","2019-09-07 08:00:00","2019-09-07 14:00:00","2019-09-07 08:49:00",08:49:00,1,7,12,0.99,6.99
2019-09-07,"8:00 AM","2:00 PM","2019-09-07 08:00:00","2019-09-07 14:00:00","2019-09-07 09:09:00",09:09:00,1,7,14,0.03,6.99
2019-09-07,"8:00 AM","2:00 PM","2019-09-07 08:00:00","2019-09-07 14:00:00","2019-09-07 11:57:00",11:57:00,1,7,19,3.09,6.99
2019-09-11,"4:00 PM","7:00 PM","2019-09-11 16:00:00","2019-09-11 19:00:00","2019-09-11 18:37:00",18:37:00,1,7,4,2.25,6.99
2019-09-11,"4:00 PM","7:00 PM","2019-09-11 16:00:00","2019-09-11 19:00:00","2019-09-11 17:37:00",17:37:00,1,7,7,1.54,6.99
2019-09-11,"4:00 PM","7:00 PM","2019-09-11 16:00:00","2019-09-11 19:00:00","2019-09-11 17:52:00",17:52:00,1,7,18,2.89,6.99
2019-09-11,"4:00 PM","7:00 PM","2019-09-11 16:00:00","2019-09-11 19:00:00","2019-09-11 17:21:00",17:21:00,1,7,25,2.16,6.99
2019-09-14,"8:00 AM","2:00 PM","2019-09-14 08:00:00","2019-09-14 14:00:00","2019-09-14 13:49:00",13:49:00,1,7,2,4.14,6.99
2019-09-14,"8:00 AM","2:00 PM","2019-09-14 08:00:00","2019-09-14 14:00:00","2019-09-14 13:42:00",13:42:00,1,7,6,2.94,6.99
2019-09-18,"4:00 PM","7:00 PM","2019-09-18 16:00:00","2019-09-18 19:00:00","2019-09-18 18:41:00",18:41:00,1,7,11,2.34,6.99
2019-09-18,"4:00 PM","7:00 PM","2019-09-18 16:00:00","2019-09-18 19:00:00","2019-09-18 17:14:00",17:14:00,1,7,17,0.04,6.99
2019-09-21,"8:00 AM","2:00 PM","2019-09-21 08:00:00","2019-09-21 14:00:00","2019-09-21 12:17:00",12:17:00,1,7,6,1.99,6.99
2019-09-21,"8:00 AM","2:00 PM","2019-09-21 08:00:00","2019-09-21 14:00:00","2019-09-21 11:11:00",11:11:00,1,7,24,1.82,6.99
2019-09-21,"8:00 AM","2:00 PM","2019-09-21 08:00:00","2019-09-21 14:00:00","2019-09-21 11:27:00",11:27:00,1,7,24,4.40,6.99
2019-09-25,"4:00 PM","7:00 PM","2019-09-25 16:00:00","2019-09-25 19:00:00","2019-09-25 16:47:00",16:47:00,1,7,2,0.06,6.99
2019-09-25,"4:00 PM","7:00 PM","2019-09-25 16:00:00","2019-09-25 19:00:00","2019-09-25 18:52:00",18:52:00,1,7,3,0.08,6.99
2019-09-25,"4:00 PM","7:00 PM","2019-09-25 16:00:00","2019-09-25 19:00:00","2019-09-25 17:28:00",17:28:00,1,7,21,2.08,6.99
2019-09-28,"8:00 AM","2:00 PM","2019-09-28 08:00:00","2019-09-28 14:00:00","2019-09-28 09:23:00",09:23:00,1,7,3,2.43,6.99
2019-09-28,"8:00 AM","2:00 PM","2019-09-28 08:00:00","2019-09-28 14:00:00","2019-09-28 08:54:00",08:54:00,1,7,13,1.14,6.99
2020-07-01,"4:00 PM","7:00 PM","2020-07-01 16:00:00","2020-07-01 19:00:00","2020-07-01 18:54:00",18:54:00,1,7,2,1.03,6.99
2020-07-01,"4:00 PM","7:00 PM","2020-07-01 16:00:00","2020-07-01 19:00:00","2020-07-01 17:21:00",17:21:00,1,7,7,0.63,6.99
2020-07-01,"4:00 PM","7:00 PM","2020-07-01 16:00:00","2020-07-01 19:00:00","2020-07-01 18:16:00",18:16:00,1,7,11,3.64,6.99
2020-07-01,"4:00 PM","7:00 PM","2020-07-01 16:00:00","2020-07-01 19:00:00","2020-07-01 18:27:00",18:27:00,1,7,11,3.70,6.99
2020-07-01,"4:00 PM","7:00 PM","2020-07-01 16:00:00","2020-07-01 19:00:00","2020-07-01 17:54:00",17:54:00,1,7,25,0.04,6.99
2020-07-01,"4:00 PM","7:00 PM","2020-07-01 16:00:00","2020-07-01 19:00:00","2020-07-01 17:56:00",17:56:00,1,7,25,1.25,6.99
2020-07-04,"8:00 AM","2:00 PM","2020-07-04 08:00:00","2020-07-04 14:00:00","2020-07-04 11:01:00",11:01:00,1,7,5,4.27,6.99
2020-07-04,"8:00 AM","2:00 PM","2020-07-04 08:00:00","2020-07-04 14:00:00","2020-07-04 12:51:00",12:51:00,1,7,16,0.62,6.99
2020-07-04,"8:00 AM","2:00 PM","2020-07-04 08:00:00","2020-07-04 14:00:00","2020-07-04 10:21:00",10:21:00,1,7,21,1.82,6.99
2020-07-04,"8:00 AM","2:00 PM","2020-07-04 08:00:00","2020-07-04 14:00:00","2020-07-04 12:37:00",12:37:00,1,7,26,2.42,6.99
2020-07-08,"4:00 PM","7:00 PM","2020-07-08 16:00:00","2020-07-08 19:00:00","2020-07-08 18:53:00",18:53:00,1,7,4,4.44,6.99
2020-07-08,"4:00 PM","7:00 PM","2020-07-08 16:00:00","2020-07-08 19:00:00","2020-07-08 18:39:00",18:39:00,1,7,8,0.84,6.99
2020-07-08,"4:00 PM","7:00 PM","2020-07-08 16:00:00","2020-07-08 19:00:00","2020-07-08 17:34:00",17:34:00,1,7,10,1.33,6.99
2020-07-08,"4:00 PM","7:00 PM","2020-07-08 16:00:00","2020-07-08 19:00:00","2020-07-08 17:36:00",17:36:00,1,7,10,4.44,6.99
2020-07-08,"4:00 PM","7:00 PM","2020-07-08 16:00:00","2020-07-08 19:00:00","2020-07-08 17:53:00",17:53:00,1,7,22,0.80,6.99
2020-07-11,"8:00 AM","2:00 PM","2020-07-11 08:00:00","2020-07-11 14:00:00","2020-07-11 13:03:00",13:03:00,1,7,1,4.04,6.99
2020-07-11,"8:00 AM","2:00 PM","2020-07-11 08:00:00","2020-07-11 14:00:00","2020-07-11 10:09:00",10:09:00,1,7,4,1.63,6.99
2020-07-11,"8:00 AM","2:00 PM","2020-07-11 08:00:00","2020-07-11 14:00:00","2020-07-11 13:44:00",13:44:00,1,7,18,2.88,6.99
2020-07-11,"8:00 AM","2:00 PM","2020-07-11 08:00:00","2020-07-11 14:00:00","2020-07-11 11:40:00",11:40:00,1,7,24,1.53,6.99
2020-07-15,"4:00 PM","7:00 PM","2020-07-15 16:00:00","2020-07-15 19:00:00","2020-07-15 18:51:00",18:51:00,1,7,14,3.88,6.99
2020-07-15,"4:00 PM","7:00 PM","2020-07-15 16:00:00","2020-07-15 19:00:00","2020-07-15 18:15:00",18:15:00,1,7,20,4.50,6.99
2020-07-15,"4:00 PM","7:00 PM","2020-07-15 16:00:00","2020-07-15 19:00:00","2020-07-15 18:43:00",18:43:00,1,7,21,1.63,6.99
2020-07-18,"8:00 AM","2:00 PM","2020-07-18 08:00:00","2020-07-18 14:00:00","2020-07-18 13:30:00",13:30:00,1,7,2,2.50,6.99
2020-07-18,"8:00 AM","2:00 PM","2020-07-18 08:00:00","2020-07-18 14:00:00","2020-07-18 13:54:00",13:54:00,1,7,9,2.16,6.99
2020-07-22,"4:00 PM","7:00 PM","2020-07-22 16:00:00","2020-07-22 19:00:00","2020-07-22 18:45:00",18:45:00,1,7,1,2.12,6.99
2020-07-22,"4:00 PM","7:00 PM","2020-07-22 16:00:00","2020-07-22 19:00:00","2020-07-22 18:49:00",18:49:00,1,7,6,2.28,6.99
2020-07-22,"4:00 PM","7:00 PM","2020-07-22 16:00:00","2020-07-22 19:00:00","2020-07-22 18:29:00",18:29:00,1,7,11,3.06,6.99
2020-07-22,"4:00 PM","7:00 PM","2020-07-22 16:00:00","2020-07-22 19:00:00","2020-07-22 18:44:00",18:44:00,1,7,19,1.06,6.99
2020-07-25,"8:00 AM","2:00 PM","2020-07-25 08:00:00","2020-07-25 14:00:00","2020-07-25 10:33:00",10:33:00,1,7,7,5.71,6.99
2020-07-25,"8:00 AM","2:00 PM","2020-07-25 08:00:00","2020-07-25 14:00:00","2020-07-25 10:20:00",10:20:00,1,7,12,1.59,6.99
2020-07-25,"8:00 AM","2:00 PM","2020-07-25 08:00:00","2020-07-25 14:00:00","2020-07-25 10:24:00",10:24:00,1,7,12,2.25,6.99
2020-07-25,"8:00 AM","2:00 PM","2020-07-25 08:00:00","2020-07-25 14:00:00","2020-07-25 12:03:00",12:03:00,1,7,19,0.74,6.99
2020-08-01,"8:00 AM","2:00 PM","2020-08-01 08:00:00","2020-08-01 14:00:00","2020-08-01 11:43:00",11:43:00,1,7,11,0.50,6.99
2020-08-05,"4:00 PM","7:00 PM","2020-08-05 16:00:00","2020-08-05 19:00:00","2020-08-05 17:43:00",17:43:00,1,7,7,4.92,6.99
2020-08-05,"4:00 PM","7:00 PM","2020-08-05 16:00:00","2020-08-05 19:00:00","2020-08-05 18:22:00",18:22:00,1,7,16,1.69,6.99
2020-08-05,"4:00 PM","7:00 PM","2020-08-05 16:00:00","2020-08-05 19:00:00","2020-08-05 18:52:00",18:52:00,1,7,21,2.27,6.99
2020-08-05,"4:00 PM","7:00 PM","2020-08-05 16:00:00","2020-08-05 19:00:00","2020-08-05 17:07:00",17:07:00,1,7,23,4.41,6.99
2020-08-08,"8:00 AM","2:00 PM","2020-08-08 08:00:00","2020-08-08 14:00:00","2020-08-08 12:56:00",12:56:00,1,7,17,0.03,6.99
2020-08-08,"8:00 AM","2:00 PM","2020-08-08 08:00:00","2020-08-08 14:00:00","2020-08-08 11:02:00",11:02:00,1,7,26,1.51,6.99
2020-08-08,"8:00 AM","2:00 PM","2020-08-08 08:00:00","2020-08-08 14:00:00","2020-08-08 11:38:00",11:38:00,1,7,26,4.99,6.99
2020-08-12,"4:00 PM","7:00 PM","2020-08-12 16:00:00","2020-08-12 19:00:00","2020-08-12 18:56:00",18:56:00,1,7,2,4.59,6.99
2020-08-12,"4:00 PM","7:00 PM","2020-08-12 16:00:00","2020-08-12 19:00:00","2020-08-12 18:59:00",18:59:00,1,7,2,2.39,6.99
2020-08-15,"8:00 AM","2:00 PM","2020-08-15 08:00:00","2020-08-15 14:00:00","2020-08-15 10:42:00",10:42:00,1,7,7,1.08,6.99
2020-08-15,"8:00 AM","2:00 PM","2020-08-15 08:00:00","2020-08-15 14:00:00","2020-08-15 09:33:00",09:33:00,1,7,22,3.45,6.99
2020-08-22,"8:00 AM","2:00 PM","2020-08-22 08:00:00","2020-08-22 14:00:00","2020-08-22 13:28:00",13:28:00,1,7,4,4.56,6.99
2020-08-22,"8:00 AM","2:00 PM","2020-08-22 08:00:00","2020-08-22 14:00:00","2020-08-22 13:33:00",13:33:00,1,7,4,3.47,6.99
2020-08-22,"8:00 AM","2:00 PM","2020-08-22 08:00:00","2020-08-22 14:00:00","2020-08-22 13:33:00",13:33:00,1,7,5,2.07,6.99
2020-08-22,"8:00 AM","2:00 PM","2020-08-22 08:00:00","2020-08-22 14:00:00","2020-08-22 11:02:00",11:02:00,1,7,25,0.76,6.99
2020-08-26,"4:00 PM","7:00 PM","2020-08-26 16:00:00","2020-08-26 19:00:00","2020-08-26 18:56:00",18:56:00,1,7,1,2.97,6.99
2020-08-26,"4:00 PM","7:00 PM","2020-08-26 16:00:00","2020-08-26 19:00:00","2020-08-26 18:36:00",18:36:00,1,7,4,3.11,6.99
2020-08-26,"4:00 PM","7:00 PM","2020-08-26 16:00:00","2020-08-26 19:00:00","2020-08-26 18:15:00",18:15:00,1,7,9,2.21,6.99
2020-08-26,"4:00 PM","7:00 PM","2020-08-26 16:00:00","2020-08-26 19:00:00","2020-08-26 17:35:00",17:35:00,1,7,14,0.91,6.99
2020-08-26,"4:00 PM","7:00 PM","2020-08-26 16:00:00","2020-08-26 19:00:00","2020-08-26 16:33:00",16:33:00,1,7,15,2.57,6.99
2020-08-26,"4:00 PM","7:00 PM","2020-08-26 16:00:00","2020-08-26 19:00:00","2020-08-26 18:16:00",18:16:00,1,7,22,0.57,6.99
2020-08-29,"8:00 AM","2:00 PM","2020-08-29 08:00:00","2020-08-29 14:00:00","2020-08-29 08:54:00",08:54:00,1,7,2,0.62,6.99
2020-08-29,"8:00 AM","2:00 PM","2020-08-29 08:00:00","2020-08-29 14:00:00","2020-08-29 09:52:00",09:52:00,1,7,5,3.42,6.99
2020-08-29,"8:00 AM","2:00 PM","2020-08-29 08:00:00","2020-08-29 14:00:00","2020-08-29 10:26:00",10:26:00,1,7,5,1.26,6.99
2020-08-29,"8:00 AM","2:00 PM","2020-08-29 08:00:00","2020-08-29 14:00:00","2020-08-29 12:37:00",12:37:00,1,7,6,3.18,6.99
2020-08-29,"8:00 AM","2:00 PM","2020-08-29 08:00:00","2020-08-29 14:00:00","2020-08-29 13:13:00",13:13:00,1,7,12,0.15,6.99
2020-08-29,"8:00 AM","2:00 PM","2020-08-29 08:00:00","2020-08-29 14:00:00","2020-08-29 11:29:00",11:29:00,1,7,26,0.75,6.99
2020-09-02,"4:00 PM","7:00 PM","2020-09-02 16:00:00","2020-09-02 19:00:00","2020-09-02 18:21:00",18:21:00,1,7,4,3.31,6.99
2020-09-02,"4:00 PM","7:00 PM","2020-09-02 16:00:00","2020-09-02 19:00:00","2020-09-02 16:58:00",16:58:00,1,7,7,2.40,6.99
2020-09-02,"4:00 PM","7:00 PM","2020-09-02 16:00:00","2020-09-02 19:00:00","2020-09-02 17:08:00",17:08:00,1,7,7,2.73,6.99
2020-09-02,"4:00 PM","7:00 PM","2020-09-02 16:00:00","2020-09-02 19:00:00","2020-09-02 16:41:00",16:41:00,1,7,14,2.68,6.99
2020-09-05,"8:00 AM","2:00 PM","2020-09-05 08:00:00","2020-09-05 14:00:00","2020-09-05 11:34:00",11:34:00,1,7,1,5.20,6.99
2020-09-05,"8:00 AM","2:00 PM","2020-09-05 08:00:00","2020-09-05 14:00:00","2020-09-05 11:41:00",11:41:00,1,7,1,0.27,6.99
2020-09-05,"8:00 AM","2:00 PM","2020-09-05 08:00:00","2020-09-05 14:00:00","2020-09-05 10:07:00",10:07:00,1,7,8,2.12,6.99
2020-09-05,"8:00 AM","2:00 PM","2020-09-05 08:00:00","2020-09-05 14:00:00","2020-09-05 10:39:00",10:39:00,1,7,25,1.79,6.99
2020-09-09,"4:00 PM","7:00 PM","2020-09-09 16:00:00","2020-09-09 19:00:00","2020-09-09 18:35:00",18:35:00,1,7,1,3.43,6.99
2020-09-09,"4:00 PM","7:00 PM","2020-09-09 16:00:00","2020-09-09 19:00:00","2020-09-09 18:44:00",18:44:00,1,7,1,1.92,6.99
2020-09-09,"4:00 PM","7:00 PM","2020-09-09 16:00:00","2020-09-09 19:00:00","2020-09-09 17:50:00",17:50:00,1,7,4,4.14,6.99
2020-09-09,"4:00 PM","7:00 PM","2020-09-09 16:00:00","2020-09-09 19:00:00","2020-09-09 18:26:00",18:26:00,1,7,9,1.14,6.99
2020-09-09,"4:00 PM","7:00 PM","2020-09-09 16:00:00","2020-09-09 19:00:00","2020-09-09 18:30:00",18:30:00,1,7,20,0.12,6.99
2020-09-12,"8:00 AM","2:00 PM","2020-09-12 08:00:00","2020-09-12 14:00:00","2020-09-12 10:58:00",10:58:00,1,7,2,4.92,6.99
2020-09-12,"8:00 AM","2:00 PM","2020-09-12 08:00:00","2020-09-12 14:00:00","2020-09-12 11:14:00",11:14:00,1,7,7,0.64,6.99
2020-09-12,"8:00 AM","2:00 PM","2020-09-12 08:00:00","2020-09-12 14:00:00","2020-09-12 13:14:00",13:14:00,1,7,14,3.38,6.99
2020-09-12,"8:00 AM","2:00 PM","2020-09-12 08:00:00","2020-09-12 14:00:00","2020-09-12 13:11:00",13:11:00,1,7,15,1.22,6.99
2020-09-16,"4:00 PM","7:00 PM","2020-09-16 16:00:00","2020-09-16 19:00:00","2020-09-16 16:28:00",16:28:00,1,7,2,5.18,6.99
2020-09-16,"4:00 PM","7:00 PM","2020-09-16 16:00:00","2020-09-16 19:00:00","2020-09-16 18:14:00",18:14:00,1,7,3,3.71,6.99
2020-09-19,"8:00 AM","2:00 PM","2020-09-19 08:00:00","2020-09-19 14:00:00","2020-09-19 11:10:00",11:10:00,1,7,15,3.04,6.99
2020-09-19,"8:00 AM","2:00 PM","2020-09-19 08:00:00","2020-09-19 14:00:00","2020-09-19 11:57:00",11:57:00,1,7,15,5.06,6.99
2020-09-19,"8:00 AM","2:00 PM","2020-09-19 08:00:00","2020-09-19 14:00:00","2020-09-19 11:29:00",11:29:00,1,7,17,0.45,6.99
2020-09-19,"8:00 AM","2:00 PM","2020-09-19 08:00:00","2020-09-19 14:00:00","2020-09-19 13:29:00",13:29:00,1,7,25,1.49,6.99
2020-09-23,"4:00 PM","7:00 PM","2020-09-23 16:00:00","2020-09-23 19:00:00","2020-09-23 17:23:00",17:23:00,1,7,8,2.89,6.99
2020-09-26,"8:00 AM","2:00 PM","2020-09-26 08:00:00","2020-09-26 14:00:00","2020-09-26 12:04:00",12:04:00,1,7,3,1.82,6.99
2020-09-26,"8:00 AM","2:00 PM","2020-09-26 08:00:00","2020-09-26 14:00:00","2020-09-26 10:44:00",10:44:00,1,7,4,2.96,6.99
2020-09-26,"8:00 AM","2:00 PM","2020-09-26 08:00:00","2020-09-26 14:00:00","2020-09-26 10:32:00",10:32:00,1,7,14,3.91,6.99
2020-09-26,"8:00 AM","2:00 PM","2020-09-26 08:00:00","2020-09-26 14:00:00","2020-09-26 13:25:00",13:25:00,1,7,21,1.19,6.99
2020-09-30,"4:00 PM","7:00 PM","2020-09-30 16:00:00","2020-09-30 19:00:00","2020-09-30 18:49:00",18:49:00,1,7,9,3.61,6.99
